id,colser_id,container_type,container_number,folder_number,folder_title,folder_title_japanese,production_date,sequence_no,item_id,subjecttype_id,language,no_of_duplicates,notes_on_original_container,item_descriptions,item_date,notes,physical_descriptions,dimensions,av_specifications,separated_material
471,26,Manuscript Box,113,555,February 1981,"",1981/02/14-1981/03/01,8194,19810214NA1,14,English,"","","Yamamoto Yuki, """"Bunraku Puppet Troupe Featuring Chikamatsu's Love-Suicide Plays"""" in The Japan Times",21 Feb. 1981,"",Photocopy,"","",""
472,26,Manuscript Box,113,555,February 1981,"",1981/02/14-1981/03/01,8195,19810214NA2,14,Japanese,"","","""""Engeki: kinpakukan ikizuku 'Sonezaki'"""" 演劇、緊迫感息づく「曽根崎」 in Asahi Shinbun",25 Feb. 1981,"",Photocopy,"","",""
473,24,Manuscript Box,92,280,February 1981,"",1981/02/14-1981/03/01,7325,19810214PE,2,English,1,"","","","","","","",""
474,24,Manuscript Box,92,280,February 1981,"",1981/02/14-1981/03/01,7326,19810214PJ,1,Japanese,"","","","","","","","",""
475,24,Manuscript Box,92,280,February 1981,"",1981/02/14-1981/03/01,7327,19810214Y,6,Japanese,"","","","","","","","",""
476,24,Manuscript Box,92,281,April 1981,"",1981/04/10-1981/04/26,7329,19810410PJ,1,Japanese,"","","","","","","","",""
477,24,Manuscript Box,92,281,April 1981,"",1981/04/10-1981/04/26,7330,19810410SE,10,English,"","","","","","","","",""
478,24,Manuscript Box,92,281,April 1981,"",1981/04/10-1981/04/26,7331,19810410Y,6,Japanese,"","","","","","","","",""
479,26,Manuscript Box,113,556,May 1981,"",1981/05/16-1981/05/31,8196,19810516BN1,13,English,"","","""""Yoshitsune and a Thousand Cherry Trees"""" (Yoshitsune senbonzakura)","","",18 pages,"","",""
480,26,Manuscript Box,113,556,May 1981,"",1981/05/16-1981/05/31,8197,19810516BN2,13,English,"","","""""Yoshitsune and a Thousand Cherry Trees"""" (Yoshitsune senbonzakura)","","",4 pages,"","",""
481,26,Manuscript Box,113,556,May 1981,"",1981/05/16-1981/05/31,8198,19810516BN3,13,English,"","","""""Yoshitsune and a Thousand Cherry Trees"""" (Yoshitsune senbonzakura)","","",1 page,"","",""
482,24,Manuscript Box,92,282,May 1981,"",1981/05/16-1981/05/31,7332,19810516FJ1,4,Japanese,1,"","","","","","","",3 b/w photographs.
483,24,Manuscript Box,92,282,May 1981,"",1981/05/16-1981/05/31,7333,19810516FJ2,4,Japanese,"","","","","","","","",""
484,24,Manuscript Box,92,282,May 1981,"",1981/05/16-1981/05/31,7334,19810516KJS,7,Japanese,"","","","","","","","",""
485,24,Manuscript Box,92,282,May 1981,"",1981/05/16-1981/05/31,7335,19810516KN,9,Japanese,2,"","","","","","","",""
486,26,Manuscript Box,113,556,May 1981,"",1981/05/16-1981/05/31,8199,19810516NA1,14,English,"","","Article begins with """"At the National Theater in Tokyo, the Osaka Bunraku Troupe…"""" in Mainichi Daily News",25 May 1981,"",Photocopy,"","",""
487,26,Manuscript Box,113,556,May 1981,"",1981/05/16-1981/05/31,8200,19810516NA2,14,English,"","","Helen Kay, """"Yoshitsune, Magical-Fox in the Grand Bunraku"""" [n.p.]",22 May 1981,"",Photocopy,"","",""
488,24,Manuscript Box,92,283,May 1981,"",1981/05/16-1981/05/31,7336,19810516PE,2,English,"","","","","","","","",""
489,24,Manuscript Box,92,283,May 1981,"",1981/05/16-1981/05/31,7337,19810516PJ,1,Japanese,"","","","","","","","",""
490,24,Manuscript Box,92,283,May 1981,"",1981/05/16-1981/05/31,7338,19810516Y,6,Japanese,"","","","","","","","",""
493,24,Manuscript Box,92,284,July 1981,"",1981/07/10-1981/07/26,7339,19810710PJ,1,Japanese,"","","","","","","","",""
494,24,Manuscript Box,92,284,July 1981,"",1981/07/10-1981/07/26,7340,19810710SE,10,English,"","","","","","","","",""
495,24,Manuscript Box,92,284,July 1981,"",1981/07/10-1981/07/26,7341,19810710Y,6,Japanese,"","","","","","","","",""
496,26,Manuscript Box,113,557,September 1981,"",1891/09/05-1981/09/20,8201,19810905BN1,13,English,"","","""""The Nunobiki Waterfall"""" (Genpei Nunobiki no taki)","","",1 page,"","",""
497,26,Manuscript Box,113,557,September 1981,"",1891/09/05-1981/09/20,8202,19810905BN2,13,English,"","","""""The Two Butterflies"""" (Futatsu chōchō kuruwa nikki) and """"The Maple Viewing Party"""" (Momojigari)","","",1 page,"","",""
498,26,Manuscript Box,113,557,September 1981,"",1891/09/05-1981/09/20,8203,19810905BN3,13,English,"","","""""Monkey"""" (Gotenjiku)","","",1 page,"","",""
499,26,Manuscript Box,113,557,September 1981,"",1891/09/05-1981/09/20,8204,19810905BNA,22,English,"","","Barbara C. Adachi, """"Unusual Puppets in Bunraku Plays"""" [n.p.]",[n.d.],"See also Series 8.2.3, Newspaper Reviews on Bunraku Performances (Box 126, Folder 781) for other Adachi's reviews.",Photocopy,"","",""
500,26,Manuscript Box,113,557,September 1981,"",1891/09/05-1981/09/20,8205,19810905BT,15,English,"","","""""Unusual Puppets in Bunraku Plays""""","","",1 page,"","",""
501,24,Manuscript Box,92,285,September 1981,"",1981/09/05-1981/09/20,7342,19810905FJ,4,Japanese,"","","","","","","","",5 b/w photographs.
502,24,Manuscript Box,92,285,September 1981,"",1981/09/05-1981/09/20,7343,19810905KJS,7,Japanese,"","","","","","","","",""
503,24,Manuscript Box,92,285,September 1981,"",1981/09/05-1981/09/20,7344,19810905KN,9,Japanese,"","","","","","","","",""
504,26,Manuscript Box,113,557,September 1981,"",1891/09/05-1981/09/20,8206,19810905KN,9,Japanese,"","",Kokuritsu Gekijyō nyūsu [news] with Adachi's notes,"","","","","",""
505,24,Manuscript Box,92,285,September 1981,"",1981/09/05-1981/09/20,7345,19810905MG,12,Japanese,"","","","","","","","",""
506,24,Manuscript Box,93,286,September 1981,"",1981/09/05-1981/09/20,7346,19810905PE,2,English,"","","","","","","","",""
507,24,Manuscript Box,93,286,September 1981,"",1981/09/05-1981/09/20,7347,19810905PJ,1,Japanese,"","","","","","","","",""
508,24,Manuscript Box,93,286,September 1981,"",1981/09/05-1981/09/20,7348,19810905Y,6,Japanese,"","","","","","","","",""
509,24,Manuscript Box,100,364,December 1987,"",1987/12/08-1987/12/20,7616,19871208-1KJS,7,Japanese,"","","","","","","","",""
510,24,Manuscript Box,93,287,October 1981,"",1981/10/11-1981/10/25,7349,19811011PJ,1,Japanese,"","","","","","","","",""
511,24,Manuscript Box,93,287,October 1981,"",1981/10/11-1981/10/25,7350,19811011SE,10,English,"","","","","","","","",""
512,24,Manuscript Box,93,287,October 1981,"",1981/10/11-1981/10/25,7351,19811011Y,6,Japanese,"","","","","","","","",""
522,26,Manuscript Box,113,558,December 1981,"",1981/12/08-1981/12/20,8207,19811208BN,13,English,"","","""""The League of the 47 Ronin"""" (Kanadehon Chūshingura)","","",1 notebook,"","",""
523,24,Manuscript Box,93,288,December 1981,"",1981/12/08-1981/12/20,7352,19811208KJS,7,Japanese,"","","","","","","","",3 b/w photographs.
524,26,Manuscript Box,113,558,December 1981,"",1981/12/08-1981/12/20,8208,19811208NA1,14,English,"","","Yoshii Michiko, """"Bunraku Dolls in Historical Classic"""" in Tour Companion and related articles from the same newspaper (3 pages)",6 Dec. 1981,"",Photocopy,"","",""
525,26,Manuscript Box,113,558,December 1981,"",1981/12/08-1981/12/20,8209,19811208NA2,14,English,"","","""""Bunraku at National Theater"""" in Mainichi Daily News",14 Dec. 1981,"",Photocopy,"","",""
526,24,Manuscript Box,93,288,December 1981,"",1981/12/08-1981/12/20,7353,19811208PE,2,English,"","","","","","","","",""
527,24,Manuscript Box,93,288,December 1981,"",1981/12/08-1981/12/20,7354,19811208PJ,1,Japanese,"","","","","See Series 8.4, Research Notes: Notebook """"Plays: dates, outlines"""" for performance fliers (Japanese) (Box 132, Folder 964).","","","",Performance fliers (Japanese)
528,24,Manuscript Box,93,288,December 1981,"",1981/12/08-1981/12/20,7355,19811208Y,6,Japanese,"","","","","","","","",""
529,24,Manuscript Box,93,289,January 1982,"",1982/01/02-1981/01/24,7356,19820102SE,10,English,"","","","","","","","",""
530,26,Manuscript Box,113,559,February 1982,"",1982/02/13-1982/02/28,8210,19820213BN1,13,English,"","","""""The Battle of Coxinga"""" (Kokusen'ya kassen), """"Announcement on the assumption of his new name, Bungo Yoshida V, by Kotama Yoshida,"""" (Yoshida Kotama aratame Godai Yoshida Bungo shūmei hirō), """"The League of the 47 Ronin"""" (Kanadehon Chūshingura)","","",6 page,"","",""
531,26,Manuscript Box,113,559,February 1982,"",1982/02/13-1982/02/28,8211,19820213BN2,13,English,"","","""""The Woman-Killer and the Hell of Oil"""" (Onnakoroshi abura no jigoku), """"The Battle of Coxinga"""" (Kokusen'ya kassen) and """"The Love Suicide of Hambei and Ochiyo"""" (Shinjū yoigōshin)","","",1 page,"","",""
532,26,Manuscript Box,113,559,February 1982,"",1982/02/13-1982/02/28,8212,19820213BN3,13,English,"","","""""The Woman-Killer and the Hell of Oil"""" (Onnakoroshi abura no jigoku) and """"The Battle of Coxinga"""" (Kokusen'ya kassen)","","",1 page,"","",""
533,24,Manuscript Box,93,290,February 1982,"",1982/02/13-1982/02/28,7357,19820213FJ,4,Japanese,"","","","","","","","",6 b/w photographs.
534,24,Manuscript Box,93,290,February 1982,"",1982/02/13-1982/02/28,7358,19820213KJS,7,Japanese,"","","","","","","","",""
535,26,Manuscript Box,113,559,February 1982,"",1982/02/13-1982/02/28,8214,19820213NA1,14,English,"","","""""All-Chikamatsu Program at National Theater"""" [n.p.]",[n.d.],"",Photocopy,"","",""
536,26,Manuscript Box,113,559,February 1982,"",1982/02/13-1982/02/28,8215,19820213NA2,14,English,"","","""""Chikamatsu's Masterpieces at the National Theater"""" in The Daily Yomiuri",19 Feb. 1982,"",Photocopy,"","",""
537,24,Manuscript Box,93,290,February 1982,"",1982/02/13-1982/02/28,7359,19820213PE,2,English,1,"","","","","","","",""
538,24,Manuscript Box,93,290,February 1982,"",1982/02/13-1982/02/28,7360,19820213PJ,1,Japanese,"","","","","","","","",""
539,24,Manuscript Box,93,290,February 1982,"",1982/02/13-1982/02/28,7361,19820213Y,6,Japanese,"","","","","","","","",1 performance poster
540,24,Manuscript Box,93,291,March 1982,"",1982/03/10-1982/03/28,7362,19820310PJ,1,Japanese,"","","","","","","","",""
541,24,Manuscript Box,93,292,April 1982,"",1982/04/10-1982/04/26,7363,19820410PJ,1,Japanese,"","","","","","","","",""
542,24,Manuscript Box,93,292,April 1982,"",1982/04/10-1982/04/26,7364,19820410SE,10,English,"","","","","","","","",""
543,24,Manuscript Box,93,292,April 1982,"",1982/04/10-1982/04/26,7365,19820410Y,6,Japanese,"","","","","","","","",""
544,26,Manuscript Box,113,560,May 1982,"",1982/05/15-1982/05/30,8216,19820515AT,19,Japanese,"","",Date stamped,15 May 1982,"","","","",""
545,26,Manuscript Box,113,560,May 1982,"",1982/05/15-1982/05/30,8217,19820515BN1,13,English,"","","""""The Gion Festival"""" (Gion sairei shinkōki)","","",6 pages,"","",""
546,26,Manuscript Box,113,560,May 1982,"",1982/05/15-1982/05/30,8218,19820515BN2,13,English,"","","""""The Color Prints of Kagamiyama"""" (Kagamiyama kokyō no nishikie)","","",8 pages,"","",""
547,26,Manuscript Box,113,560,May 1982,"",1982/05/15-1982/05/30,8219,19820515BT1,15,English,"","","""""Gion Sairei Shinkoki"""" (version 1)","","",3 pages,"","",""
548,26,Manuscript Box,113,560,May 1982,"",1982/05/15-1982/05/30,8221,19820515BT3,15,English,"","","""""Gion Sairei Shinkoki"""" (version 2)","","",3 pages (photocopy),"","",""
549,26,Manuscript Box,113,560,May 1982,"",1982/05/15-1982/05/30,8220,19820515BT2,15,English,"","","""""Gion Sairei Shinkoki"""" (version 2)","","",3 pages,"","",""
550,26,Manuscript Box,113,560,May 1982,"",1982/05/15-1982/05/30,8222,19820515BT4,15,English,"","","""""Photos: National Theatre""""","","",1 page,"","",""
551,24,Manuscript Box,93,293,May 1982,"",1982/05/15-1982/05/30,7367,19820515KJS,7,Japanese,"","","","","","","","",""
552,24,Manuscript Box,93,293,May 1982,"",1982/05/15-1982/05/30,7368,19820515KN,9,Japanese,"","","","","","","","",""
553,26,Manuscript Box,113,560,May 1982,"",1982/05/15-1982/05/30,8223,19820515NA1,14,English,"","","Saitō Masakatsu, """"Bunraku This Month: The Women's 'Chushingura'"""" [n.p.]",[n.d.],"",Photocopy,"","",""
554,26,Manuscript Box,113,560,May 1982,"",1982/05/15-1982/05/30,8224,19820515NA2,14,English,"","","Helen Kay, """"National Theater Welcomes Bunraku"""" in The Daily Yomiuri",[n.d.],"",Photocopy,"","",""
555,24,Manuscript Box,93,293,May 1982,"",1982/05/15-1982/05/30,7369,19820515PE,2,English,"","","","","","","","",""
556,24,Manuscript Box,93,293,May 1982,"",1982/05/15-1982/05/30,7370,19820515PJ,1,Japanese,"","","","","","","","",""
557,24,Manuscript Box,93,293,May 1982,"",1982/05/15-1982/05/30,7371,19820515Y,6,Japanese,"","","","","","","","",""
558,24,Manuscript Box,93,294,July 1982,"",1982/07/09-1982/07/25,7372,19820709PJ,1,Japanese,"","","","","","","","",""
559,24,Manuscript Box,93,294,July 1982,"",1982/07/09-1982/07/25,7373,19820709SE,10,English,"","","","","","","","",""
560,24,Manuscript Box,93,294,July 1982,"",1982/07/09-1982/07/25,7374,19820709Y,6,Japanese,"","","","","","","","",""
561,26,Manuscript Box,113,561,September 1982,"",1982/09/04-1982/09/19,8225,19820904BN1,13,English,"","","""""The Nine-Tailed Fox"""" (Tamamonomae asahi no tamoto)","","",8 pages,"","",""
562,26,Manuscript Box,113,561,September 1982,"",1982/09/04-1982/09/19,8227,19820904BT,15,English,"","","""""Exotic Puppet Play at the National""""","","",1 page,"","",""
563,24,Manuscript Box,93,295,September 1982,"",1982/09/04-1982/09/19,7375,19820904FE,5,English,"","","","","","","","",6 b/w photographs.
564,24,Manuscript Box,93,295,September 1982,"",1982/09/04-1982/09/19,7376,19820904FJ,4,Japanese,"","","","","","","","",""
565,24,Manuscript Box,93,295,September 1982,"",1982/09/04-1982/09/19,7377,19820904KJS,7,Japanese,"","","","","","","","",""
566,24,Manuscript Box,93,295,September 1982,"",1982/09/04-1982/09/19,7378,19820904KN,9,Japanese,2,"","","","","","","",""
567,24,Manuscript Box,93,295,September 1982,"",1982/09/04-1982/09/19,7379,19820904PE,2,English,"","","","","","","","",""
568,24,Manuscript Box,93,295,September 1982,"",1982/09/04-1982/09/19,7380,19820904PJ,1,Japanese,"","","","","","","","",""
569,24,Manuscript Box,93,295,September 1982,"",1982/09/04-1982/09/19,7381,19820904Y,6,Japanese,"","","","","","","","",""
570,24,Manuscript Box,94,296,October 1982,"",1982/10/10-1982/10/25,7382,19821010PJ,1,Japanese,"","","","","","","","",""
571,24,Manuscript Box,94,296,October 1982,"",1982/10/10-1982/10/25,7383,19821010SE,10,English,"","","","","","","","",""
572,24,Manuscript Box,94,296,October 1982,"",1982/10/10-1982/10/25,7384,19821010Y,6,Japanese,"","","","","","","","",""
573,26,Manuscript Box,113,562,December 1982,"",1982/12/07-1982/12/19 (12/17),8228,19821207BN,13,English,"","","""""The Adachi Plain in Oshu"""" (Ōshu Adachigahara)","","",4 pages,"","",""
574,24,Manuscript Box,94,297,December 1982,"",1982/12/07-1982/12/19,7385,19821207-1FJ,4,Japanese,"","","","","","","","",""
575,24,Manuscript Box,94,297,December 1982,"",1982/12/07-1982/12/19,7386,19821207-1KJS,7,Japanese,"","","","","","","","",""
576,24,Manuscript Box,94,297,December 1982,"",1982/12/07-1982/12/19,7387,19821207-1PE,2,English,1,"","","","","","","",""
577,24,Manuscript Box,94,297,December 1982,"",1982/12/07-1982/12/19,7388,19821207-1PJ,1,Japanese,"","","","","","","","",""
578,24,Manuscript Box,94,297,December 1982,"",1982/12/07-1982/12/19,7389,19821207-1Y,6,Japanese,"","","","","","","","",""
579,24,Manuscript Box,94,299,January 1983,"",1983/01/02-1983/01/23,7391,19830102PJ,1,Japanese,"","","","","","","","",""
580,24,Manuscript Box,94,299,January 1983,"",1983/01/02-1983/01/23,7392,19830102SE,10,English,"","","","","","","","",""
581,24,Manuscript Box,94,299,January 1983,"",1983/01/02-1983/01/23,7393,19830102Y,6,Japanese,"","","","","","","","",""
582,26,Manuscript Box,113,563,Feburuary 1983,"",1983/02/12-1983/02/27,8230,19830212BN,13,English,"","",Feburuary 1983 performances (mainly Gonza the Lancer),"","",2 pages,"","",""
583,26,Manuscript Box,113,563,Feburuary 1983,"",1983/02/12-1983/02/27,8231,19830212BT1,15,English,"","","""""Horikawa Nami no Tsuzumi (The Drum of the Waves of Horikawa)""""","","",2 pages,"","",""
584,26,Manuscript Box,113,563,Feburuary 1983,"",1983/02/12-1983/02/27,8232,19830212BT2,15,English,1,"","""""Horikawa Nami no Tsuzumi (The Drum of the Waves of Horikawa)""""","","",1 page,"","",""
585,24,Manuscript Box,94,300,February 1983,"",1983/02/12-1983/02/27,7394,19830212FJ1,4,Japanese,1,"","","","","","","",6 b/w photographs.
586,24,Manuscript Box,94,300,February 1983,"",1983/02/12-1983/02/27,7395,19830212FJ2,4,Japanese,"","","","","","","","",""
587,24,Manuscript Box,94,300,February 1983,"",1983/02/12-1983/02/27,7396,19830212KJS,7,Japanese,"","","","","","","","",""
588,24,Manuscript Box,94,300,February 1983,"",1983/02/12-1983/02/27,7397,19830212KN,9,Japanese,"","","","","","","","",""
589,26,Manuscript Box,113,563,Feburuary 1983,"",1983/02/12-1983/02/27,8234,19830212NA1,14,English,"","","Helen Kay, """"Lovable Sinners at National Theater"""" [n.p.]",[n.d.],"",Photocopy,"","",""
590,24,Manuscript Box,94,300,February 1983,"",1983/02/12-1983/02/27,7398,19830212PE,2,English,"","","","","","","","",""
591,24,Manuscript Box,94,300,February 1983,"",1983/02/12-1983/02/27,7399,19830212PJ,1,Japanese,"","","","","","","","",""
592,24,Manuscript Box,94,300,February 1983,"",1983/02/12-1983/02/27,7400,19830212Y,6,Japanese,"","","","","","","","",""
594,24,Manuscript Box,94,301,April 1983,"",1983/04/09-1983/04/25,7401,19830409PJ,1,Japanese,"","","","","","","","",""
595,24,Manuscript Box,94,301,April 1983,"",1983/04/09-1983/04/25,7402,19830409SE,10,English,"","","","","","","","",""
596,24,Manuscript Box,94,301,April 1983,"",1983/04/09-1983/04/25,7403,19830409Y,6,Japanese,"","","","","","","","",""
597,26,Manuscript Box,113,564,May 1983,"",1983/05/07-1983/05/22,8238,19830507BN1,13,English,"","","""""The Battle of Sakamoto Castle"""" (Ōmi Genji senjin yakata) and """"The Three Generations of Kamakura Shoguns"""" (Kamakura sandaiki)","","",1 notebook,"","",""
598,26,Manuscript Box,113,564,May 1983,"",1983/05/07-1983/05/22,8239,19830507BN2,13,English,"","","""""The Battle of Sakamoto Castle"""" (Ōmi Genji senjin yakata) and """"The Three Generations of Kamakura Shoguns"""" (Kamakura sandaiki)","","",1 page,"","",""
599,24,Manuscript Box,94,302,May 1983,"",1983/05/07-1983/05/22,7404,19830507FJ,4,Japanese,"","","","","","","","",""
600,24,Manuscript Box,94,302,May 1983,"",1983/05/07-1983/05/22,7405,19830507KJS,7,Japanese,"","","","","","","","",""
601,24,Manuscript Box,94,302,May 1983,"",1983/05/07-1983/05/22,7406,19830507KN1,9,Japanese,"","","","","","","","",""
602,26,Manuscript Box,113,564,May 1983,"",1983/05/07-1983/05/22,8240,19830507KN2,9,Japanese,"","",Kokuritsu Gekijyō nyūsu [news] with Adachi's notes,"","","","","",""
603,26,Manuscript Box,113,564,May 1983,"",1983/05/07-1983/05/22,8241,19830507NA,14,English,"","","Helen Kay, """"The Battle of Osaka Castle"""" [n.p.]",[n.d.],"",Photocopy,"","",""
604,24,Manuscript Box,94,302,May 1983,"",1983/05/07-1983/05/22,7407,19830507PE,2,English,"","","","","","","","",""
605,24,Manuscript Box,94,302,May 1983,"",1983/05/07-1983/05/22,7408,19830507PJ,1,Japanese,"","","","","","","","",""
606,24,Manuscript Box,94,302,May 1983,"",1983/05/07-1983/05/22,7409,19830507Y,6,Japanese,"","","","","","","","",""
607,26,Manuscript Box,113,565,July 1983,"",1983/07/15-1983/07/31,8242,19830715NA,14,English,"","","""""5 Plays at Asahiza"""" [n.p.]",[n.d.],"",Photocopy,"","",""
608,24,Manuscript Box,94,303,July 1983,"",1983/07/15-1983/07/31,7410,19830715PJ,1,Japanese,"","","","","","","","",""
609,24,Manuscript Box,94,303,July 1983,"",1983/07/15-1983/07/31,7411,19830715SE,10,English,"","","","","","","","",""
610,24,Manuscript Box,94,303,July 1983,"",1983/07/15-1983/07/31,7412,19830715Y,6,Japanese,"","","","","","","","",""
611,26,Manuscript Box,113,566,September 1983,"",1983/09/03-1983/09/18,8243,19830903BN,13,English,"","",September 1983 performances,"","",21 pages,"","",""
612,24,Manuscript Box,94,304,September 1983,"",1983/09/03-1983/09/18,7413,19830903FJ,4,Japanese,"","","","","","","","",""
613,24,Manuscript Box,94,304,September 1983,"",1983/09/03-1983/09/18,7414,19830903KJS,7,Japanese,"","","","","","","","",""
614,24,Manuscript Box,94,304,September 1983,"",1983/09/03-1983/09/18,7415,19830903KN,9,Japanese,"","","","","","","","",""
615,26,Manuscript Box,113,566,September 1983,"",1983/09/03-1983/09/18,8244,19830903NA,14,English,"","","Saitō Masakatsu, """"Tragic Lovers, Warm Parental Love"""" [n.p.]",9 Sept. 1983,"",Photocopy,"","",""
616,24,Manuscript Box,94,305,September 1983,"",1983/09/03-1983/09/18,7416,19830903PE,2,English,"","","","","","","","",""
617,24,Manuscript Box,94,305,September 1983,"",1983/09/03-1983/09/18,7417,19830903PJ,1,Japanese,"","","","","","","","",""
618,24,Manuscript Box,94,305,September 1983,"",1983/09/03-1983/09/18,7418,19830903Y,6,Japanese,"","","","","","","","",""
620,26,Manuscript Box,113,567,October 1983,"",1983/10/14-1983/10/30,8245,19831014BN1,13,English,"","",October 1983 performance schedule,"","",1 page,"","",""
621,26,Manuscript Box,113,567,October 1983,"",1983/10/14-1983/10/30,8246,19831014BN2,13,English,"","","""""A Tragic Love Triangle"""" (Hadesugata onna maiginu)","","",7 pages,"","",""
622,24,Manuscript Box,95,306,October 1983,"",1983/10/14-1983/10/30,7420,19831014PJ,1,Japanese,"","","","","","","","",""
623,24,Manuscript Box,95,306,October 1983,"",1983/10/14-1983/10/30,7421,19831014SE,10,English,"","","","","","","","",""
624,24,Manuscript Box,95,306,October 1983,"",1983/10/14-1983/10/30,7422,19831014Y,6,Japanese,"","","","","","","","",""
628,26,Manuscript Box,113,568,December 1983,"",1983/12/09-1983/12/17,8247,19831209-1BT1,15,English,"","","Synopsis for """"The Twenty-Four Dutiful Sons"""" (Honchō nijūshikō) with handwritten notes","","",5 pages,"","",""
629,26,Manuscript Box,113,568,December 1983,"",1983/12/09-1983/12/17,8248,19831209-1BT2,15,English,"","","Synopsis for """"The Twenty-Four Dutiful Sons"""" (Honchō nijūshikō) with handwritten notes","","",4 pages,"","",""
630,24,Manuscript Box,95,307,December 1983,"",1983/12/09-1983/12/17,7423,19831209-1FJ,4,Japanese,"","","","","","","","",""
631,24,Manuscript Box,95,307,December 1983,"",1983/12/09-1983/12/17,7424,19831209-1KJS,7,Japanese,1,"","","","","","","",""
632,24,Manuscript Box,95,307,December 1983,"",1983/12/09-1983/12/17,7425,19831209-1KN,9,Japanese,"","","","","","","","",""
633,24,Manuscript Box,95,307,December 1983,"",1983/12/09-1983/12/17,7426,19831209-1PE,2,English,"","","","","","","","",""
634,24,Manuscript Box,95,307,December 1983,"",1983/12/09-1983/12/17,7427,19831209-1PJ,1,Japanese,"","","","","","","","",""
635,24,Manuscript Box,95,307,December 1983,"",1983/12/09-1983/12/17,7428,19831209-1Y,6,Japanese,"","","","","","","","",1 performance poster
636,26,Manuscript Box,113,569,December 1983 Bunraku Kanshō Kyōshitsu,"",1983/12/09-1983/12/18,8249,19831209-2BT,15,English,"","","Synopsis for """"The Courier for Hell"""" (Meido no hikyaku)","","",1 page,"","",""
637,24,Manuscript Box,95,308,"December 1983, Bunraku Kanshō Kyōshitsu","",1983/12/09-1983/12/18,7429,19831209-2KJS,7,Japanese,"","","","","","","","",""
639,26,Manuscript Box,114,570,January 1984,"",1984/01/02-1984/01/22,8250,19840102NA1,14,Japanese,"","","""""Yukari no Dōtonbori ni sayonara ゆかりの道頓堀にさよなら"""" in Asahi Shinbun; """"Bunraku no Asahiza fināre 文楽の朝日座にフィナーレ"""" in Sankei Shinbun",23 Jan. 1984,"",Photocopy,"","",""
640,26,Manuscript Box,114,570,January 1984,"",1984/01/02-1984/01/22,8251,19840102NA2,14,Japanese,"","","""""Sayōnara Asahiza: bunraku saishū kōen さようなら朝日座、文楽最終公演"""" in Nihon Keizi Shinbun; """"Bunraku Asahiza to wakare 文楽朝日座と別れ"""" in Yomiuri Shinbun",23 Jan. 1984,"",Photocopy,"","",""
641,26,Manuscript Box,114,570,January 1984,"",1984/01/02-1984/01/22,8252,19840102NA3,14,Japanese,"","","""""Bunraku Dōtonbori ni wakare 文楽道頓堀に別れ"""" in Mainichi Shinbun; """"Mata hitostu kieru naniwa jōcho また一つ消える浪花情緒"""" in Nikkan Supōtsu",23 Jan. 1984,"",Photocopy,"","",""
642,24,Manuscript Box,95,309,January 1984,"",1984/01/02-1984/01/22,7430,19840102PJ,1,Japanese,"","","","","","","","",""
643,24,Manuscript Box,95,309,January 1984,"",1984/01/02-1984/01/22,7431,19840102SE,10,English,"","","","","","","","",""
644,24,Manuscript Box,95,309,January 1984,"",1984/01/02-1984/01/22,7432,19840102Y,6,Japanese,"","","","","","","","",""
645,24,Manuscript Box,95,311,February 1984,"",1984/02/18-1984/03/04,7436,19840218PE,2,English,1,"","","","","","","",""
646,24,Manuscript Box,95,311,February 1984,"",1984/02/18-1984/03/04,7437,19840218PJ,1,Japanese,"","","","","","","","",""
647,24,Manuscript Box,95,310,February 1984,"",1984/02/18-1984/03/04,7433,19840218FJ,4,Japanese,1,"","","","","","","",""
654,26,Manuscript Box,114,572,April 1984,"",1984/04/06-1984/04/22,8256,19840406AT,19,Japanese,"","",Date stamped,6 April 1984,In an envelope addressed to Yoshida Tamamatsu.,"","","",""
655,26,Manuscript Box,114,572,April 1984,"",1984/04/06-1984/04/22,8257,19840406BN,13,English,"","","""""The Dance of Sambaso"""" (Ninin sanbasō) and the tour of the new National Bunraku Theatre","","",4 pages,"","",""
656,26,Manuscript Box,114,572,April 1984,"",1984/04/06-1984/04/22,8258,19840406BT1a,15,English,"","","""""Opening of the National Bunraku Theatre in Osaka""""",6 April 1984,"",1 page (photocopy),"","","Adachi's Typescript """"Opening of the National Bunraku Theatre in Osaka."""""
657,32,Manuscript Box,130,910,Unknown (National Bunraku Theatre),"","",8739,"",37,Japanese,"","","",[1984],"See also Series 8.1, April 1984 (Box 114, Folder 572-573).","3 items; letter, flier, pamphlet","","",""
658,24,Manuscript Box,95,312,April 1984,"",1984/04/06-1984/04/22,7439,19840406FJ1,4,Japanese,"","","","","","","","",""
659,24,Manuscript Box,95,312,April 1984,"",1984/04/06-1984/04/22,7440,19840406FJ2,4,Japanese,1,"","","","","","","",""
660,26,Manuscript Box,114,572,April 1984,"",1984/04/06-1984/04/22,8260,19840406FJ3,4,Japanese,1,"","Flier for April, June Wakate, June Kanshō Kyōshitsu and July 1984 performances","","",1 page,"","",""
662,24,Manuscript Box,95,312,April 1984,"",1984/04/06-1984/04/22,7441,19840406KBJS,8,Japanese,"","","","","","","","",""
663,26,Manuscript Box,114,572,April 1984,"",1984/04/06-1984/04/22,8261,19840406MA,40,English,"","","""""Bunraku Then & Now by Tim Williams"""" in Kansai Time Out, April 1984.","",Includes review for 'The Voices and Hands of Bunraku' by Barbara C. Adachi,Photocopied article,"","",""
